Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
6,73,0,9,9,64.0,81,54,657,24.25,1058.25
4,79,0,5,4,61.0,25,20,316,23.0,1394.0
7,64,1,9,3,54.0,81,63,192,20.75,837.5833333333333
3,41,0,8,8,20.0,64,24,328,15.0,306.0
1,73,0,5,8,49.0,25,5,584,21.75,1175.5833333333333
9,65,1,4,7,65.0,16,36,455,21.25,854.9166666666666
6,70,0,8,1,61.0,64,48,70,21.25,1064.9166666666665
8,48,0,9,4,40.0,81,72,192,17.25,424.91666666666663
3,69,1,6,7,49.0,36,18,483,21.25,1016.25
8,59,1,6,7,52.0,36,48,413,20.0,676.6666666666666
2,60,0,6,6,38.0,36,12,360,18.5,769.0
4,68,0,9,3,51.0,81,36,204,21.0,988.6666666666666
3,98,0,7,2,76.0,49,21,196,27.5,2213.6666666666665
1,64,0,8,7,42.0,64,8,448,20.0,870.0
7,77,0,8,7,68.0,64,56,539,24.75,1213.5833333333333
2,97,1,5,9,77.0,25,10,873,28.25,2108.9166666666665
4,83,0,8,4,65.0,64,32,332,24.75,1511.5833333333333
9,64,1,8,2,63.0,64,72,128,20.75,840.9166666666666
6,48,1,5,4,35.0,25,30,192,15.75,462.91666666666663
8,78,1,8,3,71.0,64,64,234,24.25,1289.5833333333333
2,83,1,8,7,64.0,64,16,581,25.0,1502.0
7,65,0,4,1,53.0,16,28,65,19.25,936.25
6,96,0,9,7,87.0,81,54,672,29.5,1967.0
9,76,0,5,9,71.0,25,45,684,24.75,1170.9166666666665
7,55,1,4,5,43.0,16,28,275,17.75,618.25
1,76,1,7,3,54.0,49,7,228,21.75,1314.25
8,51,0,5,2,44.0,25,40,102,16.5,535.0
3,63,1,9,9,45.0,81,27,567,21.0,792.0
2,65,0,8,4,42.0,64,16,260,19.75,916.25
3,59,1,8,5,38.0,64,24,295,18.75,724.25
6,48,1,4,0,36.0,16,24,0,14.5,505.0
3,62,1,4,0,43.0,16,12,0,17.25,892.9166666666666
5,78,1,7,9,67.0,49,35,702,24.75,1262.9166666666665
6,68,1,7,2,58.0,49,42,136,20.75,996.9166666666666
8,70,1,9,1,64.0,81,72,70,22.0,1036.6666666666665
7,58,1,8,0,51.0,64,56,0,18.25,714.9166666666666
8,59,0,6,7,57.0,36,48,413,20.0,676.6666666666666
3,62,0,7,0,40.0,49,21,0,18.0,868.6666666666666
4,82,1,8,9,68.0,64,32,738,25.75,1410.9166666666665
6,66,1,7,7,58.0,49,42,462,21.5,880.3333333333333
7,69,0,5,4,63.0,25,35,276,21.25,1014.9166666666666
9,60,1,4,3,56.0,16,36,180,19.0,754.0
1,83,0,8,7,60.0,64,8,581,24.75,1517.5833333333333
8,74,0,7,7,68.0,49,56,518,24.0,1111.3333333333333
8,88,0,4,7,82.0,16,32,616,26.75,1670.25
6,46,0,6,2,33.0,36,36,92,15.0,430.66666666666663
4,61,0,7,7,47.0,49,28,427,19.75,758.25
3,49,1,8,0,32.0,64,24,0,15.0,524.6666666666666
3,62,1,5,3,39.0,25,15,186,18.25,851.5833333333333
6,54,0,4,4,41.0,16,24,216,17.0,609.3333333333333
8,69,1,4,5,61.0,16,32,345,21.5,1005.6666666666666
7,73,0,5,4,63.0,25,35,292,22.25,1146.25
1,52,1,8,4,27.0,64,8,208,16.25,576.25
6,99,1,9,4,88.0,81,54,396,29.5,2151.0
7,43,1,6,8,35.0,36,42,344,16.0,324.66666666666663
7,57,1,9,9,48.0,81,63,513,20.5,593.0
9,95,1,5,9,95.0,25,45,855,29.5,1910.3333333333333
5,62,1,6,2,48.0,36,30,124,18.75,834.25
1,72,1,8,1,45.0,64,8,72,20.5,1189.6666666666665
2,73,1,7,9,49.0,49,14,657,22.75,1130.9166666666665
4,73,0,7,1,57.0,49,28,73,21.25,1196.25
5,75,0,9,7,61.0,81,45,525,24.0,1158.6666666666665
9,74,1,8,4,75.0,64,72,296,23.75,1126.9166666666665
1,56,1,6,4,26.0,36,6,224,16.75,688.9166666666666
3,67,1,9,5,47.0,81,27,335,21.0,946.6666666666666
5,53,0,5,8,37.0,25,25,424,17.75,554.25
3,73,1,9,6,55.0,81,27,438,22.75,1128.25
4,87,1,8,4,73.0,64,32,348,25.75,1670.9166666666665
3,50,0,8,4,30.0,64,24,200,16.25,510.91666666666663
4,96,0,7,9,80.0,49,28,864,29.0,1999.3333333333333
1,52,0,5,8,24.0,25,5,416,16.5,568.3333333333333
8,72,1,7,8,66.0,49,56,576,23.75,1034.9166666666665
4,96,0,6,1,77.0,36,24,96,26.75,2135.583333333333
7,94,1,6,6,86.0,36,42,564,28.25,1921.5833333333333
2,41,0,4,9,13.0,16,8,369,14.0,332.66666666666663
2,73,1,8,0,52.0,64,16,0,20.75,1224.9166666666665
6,92,1,5,3,80.0,25,30,276,26.5,1908.3333333333333
2,68,1,5,1,44.0,25,10,68,19.0,1070.0
6,76,0,7,9,68.0,49,42,684,24.5,1180.3333333333333
2,43,1,9,8,23.0,81,18,344,15.5,345.66666666666663
4,51,1,9,5,36.0,81,36,255,17.25,510.91666666666663
7,65,1,7,3,58.0,49,49,195,20.5,883.6666666666666
8,97,0,9,2,91.0,81,72,194,29.0,2064.6666666666665
3,67,1,5,3,48.0,25,15,201,19.5,1003.6666666666666
9,42,1,7,1,40.0,49,63,42,14.75,341.5833333333333
2,59,1,9,4,33.0,81,18,236,18.5,737.6666666666666
8,49,1,4,8,46.0,16,32,392,17.25,451.5833333333333
8,91,0,8,5,87.0,64,64,455,28.0,1766.0
4,57,1,4,1,39.0,16,16,57,16.5,731.0
1,92,0,9,5,70.0,81,9,460,26.75,1902.9166666666665
1,92,0,6,8,67.0,36,6,736,26.75,1900.9166666666665
2,92,1,5,3,68.0,25,10,276,25.5,1967.0
9,66,0,4,0,61.0,16,36,0,19.75,964.25
2,70,0,4,1,51.0,16,8,70,19.25,1146.25
2,66,0,7,4,43.0,49,14,264,19.75,954.9166666666666
6,81,1,7,9,70.0,49,42,729,25.75,1358.25
7,40,0,7,6,34.0,49,49,240,15.0,278.0
7,45,0,9,7,33.0,81,63,315,17.0,349.3333333333333
9,50,1,6,2,46.0,36,54,100,16.75,499.5833333333333
6,73,1,4,8,60.0,16,24,584,22.75,1124.9166666666665
8,78,0,8,1,73.0,64,64,78,23.75,1318.9166666666665
6,59,0,7,3,47.0,49,42,177,18.75,722.9166666666666
2,92,0,6,3,67.0,36,12,276,25.75,1953.5833333333333
1,60,1,9,5,37.0,81,9,300,18.75,766.9166666666666
5,60,0,6,9,44.0,36,30,540,20.0,714.0
9,57,1,7,5,55.0,49,63,285,19.5,627.6666666666666
8,60,0,5,2,52.0,25,40,120,18.75,762.25
4,58,0,4,8,42.0,16,16,464,18.5,697.0
5,43,1,7,4,28.0,49,35,172,14.75,356.25
5,52,0,8,1,31.0,64,40,52,16.5,568.3333333333333
6,57,1,4,5,42.0,16,24,285,18.0,676.6666666666666
3,91,0,6,2,71.0,36,18,182,25.5,1909.6666666666665
5,68,1,8,7,54.0,64,40,476,22.0,942.0
2,64,1,4,2,42.0,16,8,128,18.0,941.3333333333333
1,95,0,8,4,68.0,64,8,380,27.0,2063.333333333333
1,52,1,6,3,27.0,36,6,156,15.5,596.3333333333333
7,66,0,7,3,59.0,49,49,198,20.75,913.5833333333333
2,99,1,8,1,77.0,64,16,99,27.5,2281.6666666666665
4,58,1,7,7,43.0,49,28,406,19.0,678.0
5,88,1,6,2,73.0,36,30,176,25.25,1752.9166666666665
7,40,0,6,3,31.0,36,42,120,14.0,303.3333333333333
2,77,1,8,5,55.0,64,16,385,23.0,1302.0
6,58,1,8,8,49.0,64,48,464,20.0,642.6666666666666
1,91,1,6,3,65.0,36,6,273,25.25,1925.5833333333333
7,40,0,8,2,30.0,64,56,80,14.25,301.5833333333333
9,79,0,8,4,75.0,64,72,316,25.0,1300.6666666666665
5,56,1,8,8,43.0,64,40,448,19.25,602.25
5,60,1,9,0,49.0,81,45,0,18.5,779.0
4,61,0,8,4,44.0,64,32,244,19.25,778.25
3,54,1,4,3,35.0,16,12,162,16.0,642.0
9,89,1,6,4,88.0,36,54,356,27.0,1712.6666666666665
5,78,1,6,6,65.0,36,30,468,23.75,1308.25
8,87,1,5,6,82.0,25,40,522,26.5,1628.3333333333333
9,78,1,7,6,76.0,49,63,468,25.0,1250.0
5,71,1,5,0,54.0,25,25,0,20.25,1150.25
9,88,0,8,8,90.0,64,72,704,28.25,1586.9166666666665
2,43,1,8,6,23.0,64,16,258,14.75,360.91666666666663
9,83,1,4,3,79.0,16,36,249,24.75,1514.9166666666665
4,84,0,4,3,65.0,16,16,252,23.75,1613.5833333333333
6,71,0,4,1,59.0,16,24,71,20.5,1137.6666666666665
6,43,0,4,5,28.0,16,24,215,14.5,361.66666666666663
6,92,0,4,9,79.0,16,24,828,27.75,1838.9166666666665
2,40,1,4,2,11.0,16,8,80,12.0,349.3333333333333
7,72,0,4,0,61.0,16,28,0,20.75,1175.5833333333333
6,46,1,4,4,36.0,16,24,184,15.0,428.0
1,48,0,9,5,22.0,81,9,240,15.75,472.91666666666663
2,40,0,4,4,20.0,16,8,160,12.5,337.0
7,55,0,6,4,45.0,36,42,220,18.0,610.0
1,57,1,4,9,32.0,16,4,513,17.75,695.5833333333333
1,93,0,7,7,68.0,49,7,651,27.0,1944.0
1,86,0,4,9,55.0,16,4,774,25.0,1664.6666666666665
8,45,0,9,0,38.0,81,72,0,15.5,403.0
4,41,1,8,7,23.0,64,32,287,15.0,303.3333333333333
4,48,1,9,6,33.0,81,36,288,16.75,438.25
2,43,0,9,0,22.0,81,18,0,13.5,401.66666666666663
1,84,1,8,8,60.0,64,8,672,25.25,1544.9166666666665
9,62,0,4,3,58.0,16,36,186,19.5,809.6666666666666
7,93,1,4,6,84.0,16,28,558,27.5,1908.3333333333333
4,82,0,8,2,67.0,64,32,164,24.0,1501.3333333333333
6,84,1,7,7,79.0,49,42,588,26.0,1495.3333333333333
2,82,0,5,3,61.0,25,10,246,23.0,1548.6666666666665
7,90,1,6,1,80.0,36,42,90,26.0,1827.3333333333333
2,47,1,8,1,27.0,64,16,47,14.5,479.0
8,78,0,4,7,72.0,16,32,546,24.25,1286.9166666666665
8,64,0,6,7,61.0,36,48,448,21.25,812.9166666666666
1,55,1,4,0,25.0,16,4,0,15.0,714.0
8,74,0,5,5,67.0,25,40,370,23.0,1158.0
2,56,0,5,8,33.0,25,10,448,17.75,656.25
6,57,0,8,8,46.0,64,48,456,19.75,617.5833333333333
1,99,0,6,1,73.0,36,6,99,26.75,2325.583333333333
5,66,1,9,7,54.0,81,45,462,21.75,872.9166666666666
7,54,0,6,7,44.0,36,42,378,18.5,560.3333333333333
1,99,1,9,3,74.0,81,9,297,28.0,2252.0
2,56,1,5,3,31.0,25,10,168,16.5,695.0
7,82,0,4,4,73.0,16,28,328,24.25,1484.25
6,44,0,9,9,34.0,81,54,396,17.0,326.0
3,55,1,9,6,36.0,81,27,330,18.25,606.25
2,54,0,8,0,27.0,64,16,0,16.0,653.3333333333333
4,81,0,7,8,66.0,49,28,648,25.0,1396.6666666666665
3,85,1,5,2,66.0,25,15,170,23.75,1668.9166666666665
7,73,1,9,3,64.0,81,63,219,23.0,1117.3333333333333
8,87,1,5,6,82.0,25,40,522,26.5,1628.3333333333333
2,58,0,8,4,34.0,64,16,232,18.0,717.3333333333333
7,47,0,4,4,38.0,16,28,188,15.5,443.0
8,86,1,6,0,79.0,36,48,0,25.0,1665.3333333333333
6,49,1,5,1,35.0,25,30,49,15.25,510.91666666666663
6,44,0,8,4,33.0,64,48,176,15.5,363.66666666666663
1,91,0,8,1,65.0,64,8,91,25.25,1932.25
4,87,0,8,0,69.0,64,32,0,24.75,1732.9166666666665
1,92,1,6,9,66.0,36,6,828,27.0,1888.6666666666665
4,65,0,5,2,45.0,25,20,130,19.0,942.0
2,61,0,9,0,37.0,81,18,0,18.0,836.6666666666666
5,83,1,8,9,71.0,64,40,747,26.25,1434.25
9,62,0,6,7,59.0,36,54,434,21.0,748.6666666666666
3,52,1,4,7,32.0,16,12,364,16.5,563.0
8,48,0,7,7,40.0,49,56,336,17.5,413.66666666666663
3,88,1,5,6,73.0,25,15,528,25.5,1737.6666666666665
6,59,1,6,6,48.0,36,36,354,19.25,702.25
4,67,1,7,1,52.0,49,28,67,19.75,998.25
8,83,0,7,8,79.0,49,56,664,26.5,1419.0
6,96,0,6,6,85.0,36,36,576,28.5,2025.0
8,76,0,9,4,72.0,81,72,304,24.25,1194.9166666666665
1,63,0,9,3,39.0,81,9,189,19.0,872.0
6,83,1,6,7,72.0,36,36,581,25.5,1469.6666666666665
1,72,0,6,4,51.0,36,6,288,20.75,1171.5833333333333
1,59,0,8,5,36.0,64,8,295,18.25,746.25
8,99,1,4,3,89.0,16,32,297,28.5,2213.6666666666665
7,87,1,9,1,82.0,81,63,87,26.0,1665.3333333333333
3,69,1,8,6,51.0,64,24,414,21.5,1007.0
6,83,1,7,1,75.0,49,42,83,24.25,1540.9166666666665
9,48,0,7,6,44.0,49,63,288,17.5,415.0
7,84,1,7,6,72.0,49,49,504,26.0,1495.3333333333333
3,88,0,6,0,66.0,36,18,0,24.25,1812.25
6,56,0,5,9,41.0,25,30,504,19.0,611.3333333333333
4,75,1,8,9,59.0,64,32,675,24.0,1160.6666666666665
3,53,1,5,2,31.0,25,15,106,15.75,618.25
9,58,1,4,2,54.0,16,36,116,18.25,710.9166666666666
2,46,1,4,5,23.0,16,8,230,14.25,449.5833333333333
1,98,1,8,2,75.0,64,8,196,27.25,2234.25
2,42,0,7,8,21.0,49,14,336,14.75,336.91666666666663
7,72,1,9,4,69.0,81,63,288,23.0,1071.3333333333333
1,83,0,4,5,56.0,16,4,415,23.25,1589.5833333333333
6,71,1,5,5,60.0,25,30,355,21.75,1078.25
7,86,0,5,7,79.0,25,35,602,26.25,1587.5833333333333
9,50,0,9,9,47.0,81,81,450,19.25,420.25
8,81,0,6,2,72.0,36,48,162,24.25,1437.5833333333333
6,41,1,7,8,31.0,49,42,328,15.5,289.66666666666663
3,65,1,6,6,45.0,36,18,390,20.0,902.0
8,43,1,8,5,40.0,64,64,215,16.0,326.0
7,56,0,4,0,46.0,16,28,0,16.75,692.9166666666666
3,56,0,9,3,38.0,81,27,168,17.75,658.25
9,67,1,9,4,64.0,81,81,268,22.25,895.5833333333333
2,69,1,9,1,46.0,81,18,69,20.25,1068.9166666666665
3,79,0,6,0,58.0,36,18,0,22.0,1450.0
2,62,0,6,1,37.0,36,12,62,17.75,874.9166666666666
1,85,1,8,7,62.0,64,8,595,25.25,1596.25
4,63,1,5,9,49.0,25,20,567,20.25,816.9166666666666
5,68,1,5,5,53.0,25,25,340,20.75,992.25
6,43,0,8,9,30.0,64,48,387,16.5,313.66666666666663
5,77,0,9,1,59.0,81,45,77,23.0,1306.6666666666665
1,68,1,5,8,40.0,25,5,544,20.5,1011.0
3,58,1,8,7,37.0,64,24,406,19.0,680.6666666666666
1,66,1,5,3,41.0,25,5,198,18.75,994.9166666666666
5,68,1,8,9,56.0,64,40,612,22.5,923.0
5,95,1,5,6,81.0,25,25,570,27.75,2010.25
6,75,0,9,2,66.0,81,54,150,23.0,1210.0
8,74,1,6,5,71.0,36,48,370,23.25,1146.25
1,91,0,6,2,64.0,36,6,182,25.0,1940.6666666666665
4,45,0,9,9,31.0,81,36,405,16.75,360.25
1,98,0,5,2,72.0,25,5,196,26.5,2275.0
9,62,0,9,8,57.0,81,81,496,22.0,711.3333333333333
7,78,0,8,5,67.0,64,56,390,24.5,1273.6666666666665
7,85,0,6,7,76.0,36,42,595,26.25,1534.25
5,83,0,4,3,68.0,16,20,249,23.75,1560.9166666666665
7,87,0,5,3,78.0,25,35,261,25.5,1683.6666666666665
2,91,1,4,7,68.0,16,8,637,26.0,1882.0
4,47,1,4,6,25.0,16,16,282,15.25,448.91666666666663
7,94,1,7,4,86.0,49,49,376,28.0,1938.0
3,41,1,4,1,15.0,16,12,41,12.25,368.91666666666663
2,52,1,4,5,28.0,16,8,260,15.75,585.5833333333333
2,79,0,9,0,58.0,81,18,0,22.5,1433.6666666666665
1,96,0,7,6,72.0,49,7,576,27.5,2092.333333333333
5,60,0,7,8,45.0,49,35,480,20.0,712.6666666666666
6,70,0,7,4,59.0,49,42,280,21.75,1036.25
6,91,0,8,4,78.0,64,48,364,27.25,1808.9166666666665
9,87,1,7,6,84.0,49,63,522,27.25,1588.25
4,75,1,9,4,56.0,81,36,300,23.0,1207.3333333333333
1,87,0,8,9,62.0,64,8,783,26.25,1652.9166666666665
6,91,1,5,3,78.0,25,30,273,26.25,1864.9166666666665
5,77,1,8,0,62.0,64,40,0,22.5,1331.0
6,66,1,5,5,54.0,25,30,330,20.5,920.3333333333333
3,75,1,7,8,57.0,49,21,600,23.25,1194.9166666666665
2,87,1,7,3,61.0,49,14,261,24.75,1726.9166666666665
6,62,0,5,9,49.0,25,30,558,20.5,768.3333333333333
1,94,1,6,3,71.0,36,6,282,26.0,2059.333333333333
7,60,1,9,4,55.0,81,63,240,20.0,715.3333333333333
7,52,0,8,5,44.0,64,56,260,18.0,515.3333333333333
7,76,0,9,2,68.0,81,63,152,23.5,1233.6666666666665
1,86,0,9,8,60.0,81,9,688,26.0,1612.6666666666665
4,65,0,4,0,45.0,16,16,0,18.25,974.9166666666666
7,79,0,7,5,72.0,49,49,395,24.5,1321.0
9,46,0,8,5,41.0,64,72,230,17.0,376.66666666666663
5,85,0,9,7,73.0,81,45,595,26.5,1523.6666666666665
2,78,0,8,4,57.0,64,16,312,23.0,1350.6666666666665
7,61,1,9,8,55.0,81,63,488,21.25,702.9166666666666
1,78,0,7,8,53.0,49,7,624,23.5,1329.6666666666665
7,62,0,9,1,53.0,81,63,62,19.75,804.9166666666666
6,97,1,5,4,87.0,25,30,388,28.0,2116.6666666666665
7,69,0,7,6,61.0,49,49,414,22.25,971.5833333333333
3,57,0,8,1,38.0,64,24,57,17.25,710.9166666666666
3,81,0,6,6,60.0,36,18,486,24.0,1446.0
7,57,0,9,8,49.0,81,63,456,20.25,600.9166666666666
2,85,1,5,7,64.0,25,10,595,24.75,1617.5833333333333
1,49,1,7,9,23.0,49,7,441,16.5,481.0
9,78,0,4,8,72.0,16,36,624,24.75,1264.9166666666665
9,69,1,7,3,71.0,49,63,207,22.0,988.0
7,65,1,8,7,59.0,64,56,455,21.75,831.5833333333333
7,46,1,8,8,38.0,64,56,368,17.25,367.5833333333333
3,46,1,4,9,24.0,16,12,414,15.5,420.3333333333333
2,44,1,5,1,18.0,25,10,44,13.0,430.0
7,40,1,8,9,33.0,64,56,360,16.0,256.66666666666663
9,85,0,5,2,81.0,25,45,170,25.25,1594.9166666666665
1,57,0,5,0,30.0,25,5,0,15.75,760.9166666666666
4,52,1,7,0,32.0,49,28,0,15.75,592.25
6,64,1,5,9,50.0,25,30,576,21.0,824.6666666666666
7,79,1,9,5,73.0,81,63,395,25.0,1298.6666666666665
7,47,0,8,0,38.0,64,56,0,15.5,453.66666666666663
2,49,0,8,4,28.0,64,16,196,15.75,497.5833333333333
4,71,0,6,5,57.0,36,24,355,21.5,1089.6666666666665
5,56,0,5,8,41.0,25,25,448,18.5,627.0
1,77,0,6,5,52.0,36,6,385,22.25,1336.9166666666665
1,54,0,7,3,26.0,49,7,162,16.25,639.5833333333333
3,54,1,6,0,28.0,36,18,0,15.75,656.25
3,96,0,5,5,74.0,25,15,480,27.25,2101.583333333333
8,87,0,8,6,81.0,64,64,522,27.25,1587.5833333333333
9,79,0,7,4,81.0,49,63,316,24.75,1312.25
1,90,1,5,5,61.0,25,5,450,25.25,1866.9166666666665
2,59,0,7,9,38.0,49,14,531,19.25,710.9166666666666
2,54,1,4,7,29.0,16,8,378,16.75,620.9166666666666
4,74,1,5,0,57.0,25,20,0,20.75,1264.9166666666665
2,45,0,4,7,21.0,16,8,315,14.5,417.66666666666663
7,69,0,6,1,57.0,36,42,69,20.75,1041.5833333333333
9,96,0,5,1,94.0,25,45,96,27.75,2080.9166666666665
7,47,1,4,7,39.0,16,28,329,16.25,422.25
6,70,0,9,1,59.0,81,54,70,21.5,1056.3333333333333
1,87,1,8,7,64.0,64,8,609,25.75,1676.9166666666665
9,86,1,6,4,83.0,36,54,344,26.25,1590.9166666666665
5,71,0,5,8,53.0,25,25,568,22.25,1058.25
5,84,0,5,8,70.0,25,25,672,25.5,1523.0
6,97,0,8,7,92.0,64,48,679,29.5,2025.6666666666665
9,91,1,8,8,92.0,64,72,728,29.0,1708.6666666666665
8,54,0,4,6,47.0,16,32,324,18.0,578.6666666666666
8,57,1,4,7,51.0,16,32,399,19.0,644.6666666666666
8,52,0,4,5,45.0,16,32,260,17.25,539.5833333333333
1,63,1,7,8,34.0,49,7,504,19.75,840.9166666666666
1,79,0,6,1,50.0,36,6,79,21.75,1462.25
8,53,0,5,2,45.0,25,40,106,17.0,582.0
5,67,1,6,1,54.0,36,30,67,19.75,996.9166666666666
9,50,1,8,5,52.0,64,72,250,18.0,458.0
2,45,0,9,2,20.0,81,18,90,14.5,424.3333333333333
9,95,1,6,0,93.0,36,54,0,27.5,2039.0
8,64,1,6,3,53.0,36,48,192,20.25,854.9166666666666
9,40,1,4,4,35.0,16,36,160,14.25,300.25
4,64,1,8,3,48.0,64,32,192,19.75,874.9166666666666
1,41,0,6,5,18.0,36,6,205,13.25,346.91666666666663
1,71,1,5,2,43.0,25,5,142,19.75,1170.25
5,52,0,4,9,36.0,16,20,468,17.5,533.6666666666666
2,72,0,6,5,51.0,36,12,360,21.25,1147.5833333333333
8,71,0,8,9,65.0,64,64,639,24.0,982.0
5,95,1,9,0,81.0,81,45,0,27.25,2053.583333333333
5,63,0,5,5,45.0,25,25,315,19.5,841.0
2,66,0,9,7,46.0,81,18,462,21.0,908.6666666666666
7,43,0,8,9,32.0,64,56,387,16.75,306.91666666666663
8,63,0,8,7,60.0,64,64,441,21.5,765.6666666666666
1,62,0,8,0,33.0,64,8,0,17.75,882.9166666666666
2,68,1,9,6,45.0,81,18,408,21.25,979.5833333333333
4,73,0,7,9,54.0,49,28,657,23.25,1104.25
5,60,1,5,9,46.0,25,25,540,19.75,723.5833333333333
2,69,0,8,3,49.0,64,16,207,20.5,1052.3333333333333
1,65,0,7,5,38.0,49,7,325,19.5,926.3333333333333
9,59,1,4,5,53.0,16,36,295,19.25,706.9166666666666
1,55,1,7,4,30.0,49,7,220,16.75,656.25
4,42,0,4,9,24.0,16,16,378,14.75,335.5833333333333
2,88,0,9,8,69.0,81,18,704,26.75,1676.9166666666665
4,76,0,7,9,57.0,49,28,684,24.0,1206.0
8,97,0,9,7,94.0,81,72,679,30.25,1980.9166666666665
8,79,0,8,5,77.0,64,64,395,25.0,1298.0
9,83,1,7,3,79.0,49,63,249,25.5,1475.6666666666665
5,64,0,7,3,50.0,49,35,192,19.75,872.9166666666666
7,62,0,8,8,52.0,64,56,496,21.25,738.25
3,83,1,4,3,64.0,16,12,249,23.25,1586.9166666666665
4,98,1,8,6,86.0,64,32,588,29.0,2118.6666666666665
9,40,0,5,5,33.0,25,45,200,14.75,286.91666666666663
1,72,1,7,1,47.0,49,7,72,20.25,1198.25
2,54,1,5,4,31.0,25,10,216,16.25,634.9166666666666
5,56,1,8,2,42.0,64,40,112,17.75,656.25
3,73,0,9,8,54.0,81,27,584,23.25,1106.9166666666665
2,56,0,8,9,33.0,64,16,504,18.75,626.25
1,91,0,6,0,61.0,36,6,0,24.5,1972.3333333333333
3,97,1,5,9,78.0,25,15,873,28.5,2091.6666666666665
1,80,0,6,3,55.0,36,6,240,22.5,1473.6666666666665
1,83,0,5,3,59.0,25,5,249,23.0,1602.6666666666665
1,43,1,9,8,20.0,81,9,344,15.25,354.91666666666663
8,52,0,6,0,43.0,36,48,0,16.5,571.6666666666666
3,43,1,6,1,19.0,36,18,43,13.25,397.5833333333333
1,46,1,5,0,17.0,25,5,0,13.0,488.66666666666663
7,85,1,8,0,73.0,64,56,0,25.0,1612.6666666666665
3,98,1,4,0,72.0,16,12,0,26.25,2290.9166666666665
8,48,0,8,2,39.0,64,64,96,16.5,449.0
4,62,0,4,3,44.0,16,16,186,18.25,850.9166666666666
4,72,0,5,9,52.0,25,20,648,22.5,1093.6666666666665
5,72,1,7,1,58.0,49,35,72,21.25,1150.9166666666665
6,59,0,8,0,45.0,64,48,0,18.25,749.5833333333333
7,43,0,6,4,36.0,36,42,172,15.0,350.0
4,40,1,8,5,22.0,64,32,200,14.25,297.5833333333333
8,93,1,5,1,86.0,25,40,93,26.75,1958.9166666666665
6,81,0,7,2,68.0,49,42,162,24.0,1448.6666666666665
1,73,1,7,9,47.0,49,7,657,22.5,1145.0
1,66,0,8,2,40.0,64,8,132,19.25,980.9166666666666
9,60,1,8,1,58.0,64,72,60,19.5,741.6666666666666
6,63,1,9,3,53.0,81,54,189,20.25,818.25
8,54,0,8,4,46.0,64,64,216,18.5,563.6666666666666
7,74,1,5,7,66.0,25,35,518,23.25,1145.5833333333333
6,64,1,4,5,49.0,16,24,320,19.75,870.9166666666666
4,94,1,9,8,77.0,81,36,752,28.75,1896.9166666666665
7,48,0,4,2,36.0,16,28,96,15.25,480.91666666666663
9,56,0,6,9,55.0,36,54,504,20.0,578.0
7,60,0,5,8,49.0,25,35,480,20.0,712.6666666666666
1,99,1,9,3,76.0,81,9,297,28.0,2252.0
9,52,1,7,7,45.0,49,63,364,18.75,492.25
4,42,1,9,9,28.0,81,36,378,16.0,306.0
3,43,1,6,6,25.0,36,18,258,14.5,363.0
4,43,0,7,6,27.0,49,28,258,15.0,350.0
4,82,0,9,8,67.0,81,36,656,25.75,1410.9166666666665
2,67,1,7,9,44.0,49,14,603,21.25,938.9166666666666
1,46,0,8,1,18.0,64,8,46,14.0,466.0
1,65,0,7,4,37.0,49,7,260,19.25,936.25
8,50,0,9,2,43.0,81,72,100,17.25,486.25
2,63,1,7,6,43.0,49,14,378,19.5,845.6666666666666
5,82,0,5,2,66.0,25,25,164,23.5,1523.0
4,49,0,8,4,34.0,64,32,196,16.25,480.25
8,76,0,8,4,77.0,64,64,304,24.0,1205.3333333333333
2,52,0,6,1,31.0,36,12,52,15.25,604.9166666666666
9,83,0,8,0,80.0,64,72,0,25.0,1511.3333333333333
7,81,1,4,5,71.0,16,28,405,24.25,1432.9166666666665
7,78,0,5,0,69.0,25,35,0,22.5,1377.6666666666665
1,58,0,6,8,34.0,36,6,464,18.25,710.9166666666666
2,90,1,4,9,69.0,16,8,810,26.25,1814.9166666666665
4,58,0,7,4,44.0,49,28,232,18.25,704.25
4,51,1,4,0,30.0,16,16,0,14.75,587.5833333333333
3,91,1,6,7,73.0,36,18,637,26.75,1837.5833333333333
7,61,1,8,0,52.0,64,56,0,19.0,796.6666666666666
8,86,1,5,3,81.0,25,40,258,25.5,1631.0
2,76,0,6,6,52.0,36,12,456,22.5,1275.6666666666665
4,95,0,4,3,77.0,16,16,285,26.5,2085.6666666666665
3,69,1,4,4,44.0,16,12,276,20.0,1067.3333333333333
2,85,0,6,6,62.0,36,12,510,24.75,1616.9166666666665
6,51,1,9,3,44.0,81,54,153,17.25,512.25
4,68,0,9,4,51.0,81,36,272,21.25,976.9166666666666
6,60,0,6,6,48.0,36,36,360,19.5,729.0
2,50,1,9,0,30.0,81,18,0,15.25,551.5833333333333
4,99,0,6,2,82.0,36,24,198,27.75,2258.9166666666665
6,76,1,8,0,61.0,64,48,0,22.5,1283.6666666666665
5,87,0,6,2,72.0,36,30,174,25.0,1711.3333333333333
3,97,0,7,1,78.0,49,21,97,27.0,2184.0
8,57,0,5,4,53.0,25,40,228,18.5,661.6666666666666
